iter	Logloss
0	0.6141452283
1	0.5425529315
2	0.4850729529
3	0.4380548142
4	0.3963951554
5	0.3588207298
6	0.3204695946
7	0.2928464766
8	0.2648430815
9	0.2409361006
10	0.2225752478
11	0.2104060617
12	0.1965162514
13	0.183373822
14	0.1690159693
15	0.1592670688
16	0.1507036116
17	0.1418982936
18	0.1344151185
19	0.1260779091
20	0.1188777532
21	0.1132848262
22	0.1100857843
23	0.1031772965
24	0.09826951289
25	0.09373107903
26	0.08915059473
27	0.08575902208
28	0.08338620847
29	0.07979052264
30	0.07680070916
31	0.074144036
32	0.07110557002
33	0.0689988609
34	0.06715468731
35	0.06469323668
36	0.06193163538
37	0.06028823501
38	0.0585736472
39	0.05625406092
40	0.05478470859
41	0.05255781514
42	0.05112920136
43	0.049703373
44	0.04864455458
45	0.04759504687
46	0.04652034124
47	0.04547371839
48	0.04387275828
49	0.04268769064
50	0.04153488902
51	0.04093604868
52	0.03978920131
53	0.03897729995
54	0.03816098787
55	0.03741164364
56	0.03670511722
57	0.03595006439
58	0.03522276122
59	0.03431106597
60	0.03375010753
61	0.03311715922
62	0.03252257372
63	0.03193315269
64	0.03158411215
65	0.03057570957
66	0.02977475801
67	0.0289301941
68	0.02819576883
69	0.02748429202
70	0.02694232935
71	0.02639634874
72	0.02606911697
73	0.02573881741
74	0.02532472331
75	0.0247989267
76	0.02435739448
77	0.02374575559
78	0.0233239546
79	0.0230089327
80	0.02278539558
81	0.02246983609
82	0.02199870681
83	0.02154089295
84	0.02117038846
85	0.02084706145
86	0.02047098547
87	0.02020298872
88	0.01990659183
89	0.019631585
90	0.0192615811
91	0.01897036227
92	0.01860025711
93	0.01819576234
94	0.01787046461
95	0.0176539722
96	0.01734989315
97	0.01710983313
98	0.01690335574
99	0.01651184469
100	0.0161972294
101	0.01600964523
102	0.01575385984
103	0.01560607133
104	0.01538212529
105	0.01515701374
106	0.01491586818
107	0.01471303834
108	0.01459330047
109	0.01444080707
110	0.01427334619
111	0.01402969806
112	0.013894583
113	0.01369376926
114	0.0134512629
115	0.01327216261
116	0.01309738168
117	0.01286942162
118	0.01272018554
119	0.01252941557
120	0.01231261545
121	0.01211059069
122	0.01195587609
123	0.01178794475
124	0.01167031571
125	0.01150895271
126	0.01140991883
127	0.01132981704
128	0.01114534609
129	0.01107820889
130	0.01092673181
131	0.01085749895
132	0.01063943964
133	0.01056331439
134	0.01032499867
135	0.01018159644
136	0.01010725886
137	0.01004042277
138	0.009936828147
139	0.009842774836
140	0.009728558896
141	0.009593085083
142	0.009480790435
143	0.009463613132
144	0.009310589683
145	0.009252553498
146	0.009243002004
147	0.00912029072
148	0.009059418652
149	0.009059405028
150	0.008936955076
151	0.008936886272
152	0.008809173236
153	0.00868496542
154	0.008593647956
155	0.008482021773
156	0.008397938535
157	0.008391950613
158	0.008386406488
159	0.00827088722
160	0.008125191545
161	0.008015218828
162	0.007935145996
163	0.007931853039
164	0.007821181066
165	0.007820271754
166	0.007785856988
167	0.007778942408
168	0.007775282129
169	0.007685522749
170	0.007570556969
171	0.007501748441
172	0.007388741016
173	0.007321121112
174	0.007227122241
175	0.007140976647
176	0.007110478311
177	0.007037263818
178	0.006967145455
179	0.006898811169
180	0.006871445067
181	0.006818867444
182	0.00677083545
183	0.006685319984
184	0.006685316316
185	0.006682262022
186	0.006677725096
187	0.006673790242
188	0.006590641306
189	0.006556117469
190	0.006472072422
191	0.006450784101
192	0.006447105804
193	0.006423129842
194	0.006354730739
195	0.006351885799
196	0.00635180196
197	0.006349049928
198	0.006348966089
199	0.00634904888
200	0.006287226818
201	0.006236598158
202	0.006236522339
203	0.006233868134
204	0.006230885061
205	0.006230868817
206	0.006228227189
207	0.006225653113
208	0.006225653637
209	0.00622303192
210	0.006220478805
211	0.00621745885
212	0.006213781279
213	0.006211273954
214	0.006208270565
215	0.006205345293
216	0.006148086823
217	0.0060846122
218	0.006082222708
219	0.006079660042
220	0.00607738658
221	0.006013622069
222	0.005943307719
223	0.005943240123
224	0.005882362987
225	0.005880961736
226	0.005878369589
227	0.005876154225
228	0.005804785676
229	0.005728021741
230	0.005699341496
231	0.005696840096
232	0.005620558448
233	0.005567251072
234	0.00556621223
235	0.005564243895
236	0.005562699474
237	0.005560737832
238	0.005558686908
239	0.00555619924
240	0.005553828315
241	0.005551437251
242	0.005535252701
243	0.005532837558
244	0.00547325454
245	0.005437001698
246	0.005435273676
247	0.005382620691
248	0.005367612861
249	0.005321250074
250	0.005321242053
251	0.005319646965
252	0.005319514918
253	0.005319172224
254	0.005269254313
255	0.005267695542
256	0.005215225537
257	0.005215243877
258	0.0052133512
259	0.005213322018
260	0.005213294246
261	0.005211471648
262	0.005210611043
263	0.005210562996
264	0.005210619427
265	0.005208793256
266	0.00520874924
267	0.005207708017
268	0.005207105581
269	0.005205266352
270	0.005205232816
271	0.005203151822
272	0.005201240967
273	0.005133744626
274	0.005119970969
275	0.005119876489
276	0.00511923177
277	0.00511732301
278	0.00511533948
279	0.005112923854
